valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;tipo;suite;academia;varanda;transporte;salao;planejado;acabamento
325000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Alfredo Inácio Trindade; Tucuruvi;2;0;1;73;0;450;Nenhuma;9;0;0;0;0;0;0;0
350000;Sala comercial em andar alto na Vila Arens Jundiaí com uma vaga de garagem em prédio de alto padrão mobiliada   frigobar venax, micro ondas, ar condicionado, copa com armários e pi...;Vila Arens; Jundiaí;1;1;1;35;0;0;Nenhuma;5;0;0;0;0;0;0;0
598000;Apartamento à Venda, 50m² por R$ 598,000. Bela Vista   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Stefanelli & Costa Negocio...;Rua Conselheiro Ramalho; Bela Vista;2;1;1;50;0;400;Nenhuma;2;0;0;0;0;0;0;0
635000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Passagem B; Santo Amaro;2;1;1;65;168;567;Nenhuma;9;0;0;0;0;0;0;0
430000;predio alto padrão ...lazer completo  ;Rua Colômbia; Vila Guilhermina;2;1;1;92;425;538;Nenhuma;9;0;0;0;0;0;0;0
370000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Floresta, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 68.13 m² e área total de 83....;Floresta; Porto Alegre;2;0;1;68;0;395;Nenhuma;2;0;0;0;0;0;0;0
760000;Excelente apartamento 106 m², totalmente reformado, impecável! Sacada, sol da manhã, 2 quartos, sendo 1 suíte ampliada com 2 wcs, armário planejado nos quartos, sala ampliada para...;Rua Ministro Oscar Saraiva; Jardim das Paineiras;2;2;3;106;200;1400;Destaque;2;1;0;1;0;0;1;1
640000;"Excelente apartamento com 70m, próximo a escolas, supermercados, parque do trote, farmácias.    Sala para 2 ambientes com Sacada;  3 Dormitórios sendo 1 Suíte todos com armários;  ...";Rua do Imperador; Vila Paiva;3;1;1;70;20;600;Nenhuma;2;1;0;1;0;0;0;0
357000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Auxiliadora, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 61.91 m² e área total de...;Auxiliadora; Porto Alegre;2;1;1;61;0;200;Destaque;2;0;0;0;0;0;0;0
1600000;Apartamento no Alto de Pinheiros 110m2 com 2 dormitorios, sendo 2 suites, 4 banheiros e 2 vagas de garagem. O condomínio Palm D'Or foi construído em 2008 (há 14 anos) e está locali...;Rua Coelho de Carvalho; Alto da Lapa;2;2;4;110;364;1150;Nenhuma;2;1;0;0;0;0;0;0
145000;Link do vídeo: https://bit.ly/30vAkV0O apartamento conta com ambientes muito agradáveis que se complementam. O living acomoda sala de estar e fica integrado à uma cozinha americana...;Rua Doutor Pio Fiori de Azevedo; Vila Nova;1;1;1;40;80;350;Nenhuma;2;0;0;0;0;0;0;0
589000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Praia de Belas, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 38.22 m² e área total...;Praia de Belas; Porto Alegre;1;1;1;38;1320;535;Nenhuma;2;0;0;0;0;0;0;0
630000;APARTAMENTO UM DORMITORIO NO JARDIM PAULISTA.   Imovel sala ampla, localizaçao incrivel coracao do jardim Paulista.   Predio em regiao nobre com galeria em baixo, com restaurantes,...;Jardim Paulista; São Paulo;1;1;1;58;200;600;Nenhuma;2;0;0;0;0;0;0;0
2100000;New Incorp   Acquare Campo Belo  Empreendimento construído em 2009 (há 13 anos)pela empresa Tegra SP. O condomínio residencial Acquare Campo Belo é composto por uma torre única. Ap...;Rua Vicente Leporace; Campo Belo;3;3;5;154;636;1460;Nenhuma;9;0;0;0;0;0;0;0
300000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Centro, em São Leopoldo, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 82.50 m² e área total de 82.50...;Centro; São Leopoldo;2;0;2;82;0;400;Nenhuma;2;0;0;0;0;0;0;0
420000;Casa com padrão elevado de acabamento, espaçosa, novinha. Pode ser financiada. Documentos em ordem, pronta para morar. Interessante a localização, perto ho da Avenida Vereda dos Bu...;Avenida Toronto; Residencial Canada;3;2;3;121;500;0;Super destaque;6;0;0;0;0;0;0;0
3880000;Próximo ao BH Shopping.  Prédio com guarita e portaria 24 horas, câmeras de segurança, interfone, portão eletrônico, elevadores, piscina, quadra de esportes, espaço gourmet, salão...;Rua Juvenal Melo Senra; Belvedere;6;4;7;437;25053;5725;Super destaque;9;0;0;0;0;1;0;0
690000;Título: CHARMOSO APARTAMENTO COM ÁREA PRIVATIVA À VENDA NO CASTELO  Bairro com ótima infraestrutura com supermercados, bares, restaurantes, comércios, escolas, igrejas, a 15 minuto...;Rua Castelo de Edimburgo; Castelo;3;2;3;100;133;362;Super destaque;2;0;0;0;0;0;0;0
45000;Empreendimento, estilo condomínio fechado em taxas, à 2 km da Cachoeira do Pião, próximo à comércios: Terreno à partir 1000m2: 40 mil reais à vista, à prazo 45 mil, com entrada de...;Estrada Municipal André Franco Montoro; Pião;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
914900;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Cônego José Norberto; Bosque da Saúde;3;2;2;103;183;750;Nenhuma;9;0;0;0;0;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Rua Padre Anchieta; Boa Vista;1;0;1;1000;200;0;Nenhuma;8;0;0;0;1;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Avenida Beira Rio; Boa Vista;1;0;1;1000;200;0;Nenhuma;8;0;0;0;1;0;0;0
45000;O lote/terreno no bairro Boa Vista possui 1000 metros quadrados OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem...;Rua Getúlio Batista; Boa Vista;1;0;1;1000;199;0;Nenhuma;8;0;0;0;1;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Rua Guilherme Rodrigues Oliveira; Boa Vista;1;0;1;1000;199;0;Nenhuma;8;0;0;0;1;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Rua Japão; Boa Vista;1;0;1;1000;199;0;Nenhuma;8;0;0;0;1;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Rua Getúlio Batista; Boa Vista;1;0;1;1000;199;0;Nenhuma;8;0;0;0;1;0;0;0
45000;OPORTUNIDADE ✅ Terrenos de 1000m² para chácara/sítio em Piracaia, fica a 300 metros do asfalto, ao lado da área tem o Pesqueiro, 200 metros (mercado, padaria, é trailer de lanche)...;Rua José Siqueira Bueno; Boa Vista;1;0;1;1000;200;0;Nenhuma;8;0;0;0;1;0;0;0
950000;Imagine como é confortável esse apartamento de 2 dormitórios com 105 metros de área útil!! Não tem pra ninguém, e detalhe muito próximo ao metrô, que você pode ir caminhando tranqu...;Rua Patápio Silva; Vila Madalena;2;1;2;105;130;880;Nenhuma;2;0;0;0;1;0;0;0
399400;Cobertura com área total de 100m², linda vista panorâmica, 1 sala, área de serviço independente, 2 vagas de garagem. Cobertura duplex, 13m² de área construida, 37m² de terraço. Inf...;Rua Piratini; Glória;2;2;2;100;0;0;Nenhuma;2;0;0;1;0;0;0;0
600000;Sobrado próximo a Avenida Gen. Ataliba Leonel. São 126m² com 2 dormitórios, 2 banheiros, sala ampla para 2 ambientes, cozinha com armários e 1 vaga de garagem. Ótima localização, f...;Rua Adelino Bertoli; Vila Guilherme;2;1;2;126;0;0;Nenhuma;9;0;0;0;0;0;0;0
922694;Diferente de tudo mais perfeito para o seu estilo de vida , com todo conforto , segurança em um projeto moderno e cheio de personalidade , este é o Singular Champagnat com projeto...;Rua Bruno Filgueira; Bigorrilho;3;2;1;101;0;0;Nenhuma;9;0;0;0;0;0;0;0
189000;Código do imóvel CA2752conceitual. Sabe aquela casa com a segurança de um condomínio e sem taxa condominial que você procura, com vaga de garagem fixa, coberta, individual e com po...;Rua Campo Grande; Vargas;2;1;1;60;0;0;Nenhuma;6;0;0;0;0;0;0;0
180000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Menino Deus, em Porto Alegre, com 1 dormitório(s), 0 vaga(s) de garagem, com área privativa de 43.92 m² e área total de...;Menino Deus; Porto Alegre;1;0;1;43;0;150;Nenhuma;2;0;0;0;0;0;0;0
950000;Sobrado Santana Paralela a rua Alfredo Pujol com 3 suítes com sacada, sala para 2 ambientes com terraço, wc social, cozinha com armários, excelente quintal com árvores. Vaga para 2...;Rua Damiana da Cunha; Santa Teresinha;3;2;4;225;0;217;Nenhuma;9;1;0;1;0;0;0;0
350000;Apartamento a venda Jardim Proença Campinas 70m² com 2 dormitorios , 2 banheiros, 1 sala ampla, 1 cozinha, armários planejados, 1 vaga de garagem. Localização privilegiada ao lado...;Jardim Proença; Campinas;2;1;2;70;89;700;Nenhuma;2;0;0;0;0;0;1;1
40000;R$40.000 a vista ou entrada de R$10.000 + Parcelas   1000m²  2KM da cachoeira   500 metros do asfalto  Paz e tranquilidade  Fácil acesso  Bairro formado   Aceito carro ou moto como...;Jardim das Acacias; Santa Isabel;1;0;1;1000;0;0;Nenhuma;9;0;0;0;1;0;0;0
45000;8.000 MIL DE ENTRADA!!! SÓ ESSE FINAL DE SEMANA!!  PIRACAIA  BAIRRO DO PIÃO 8 MIL DE ENTRADA   1000m²  500 metros do asfalto  2km da cachoeira   7KM da represa  Bairro formado  mer...;Centro; Igaratá;1;0;1;1000;0;0;Nenhuma;9;0;0;0;1;0;0;0
45000;TERRENO 1000M² LOCALIZADO EM PIRACAIA MATRICULA E ESCRITURA PRÓXIMO A MERCADINHO PADARIA POSTO DE SAÚDE ENERGIA ELÉTRICA POÇO ARTESIANO 2 KM DA CACHOEIRA DE PIRACAIA ACEITO CARRO O...;Centro; Santa Isabel;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
45000;PIRACAIA BAIRRO DO PIÃO. 8 MIL DE ENTRADA   1000m²  500 metros do asfalto  2km da cachoeira   7KM da represa  Bairro formado  mercadinho  padaria   Posto de saúde  fácil acesso   a...;Centro; Igaratá;1;0;1;1000;0;0;Nenhuma;9;0;0;0;1;0;0;0
532650;Assista ao vídeo do anúncio   Viva a Revitalização da Zona Portuária do Rio.  Muitos questionam o destino de muitas regiões do país, mas hoje no Brasil se tem uma região que pode s...;Rua Equador; Centro;3;1;1;70;0;0;Super destaque;9;0;0;0;0;0;0;0
1250000;NOBLESSE vende excelente apartamento de 3 dormitórios no bairro Auxiliadora.  Apartamento com 3 dormitórios, suíte com hidro, lavabo, cozinha montada, 2 vagas de garagem, semimobil...;Praia de Belas; Porto Alegre;3;2;3;157;1000;600;Super destaque;2;1;0;0;0;0;0;0
450000;Este apartamento está muito bem localizado no bairro Campo da Aviação, próximo ao comércio local. É composto por 89 m² de área útil, bem distribuídos em 02 dormitórios, sendo 01 su...;Avenida Carlos Martiniano de Andrade Bittencourt; Aviação;2;1;2;89;0;620;Super destaque;2;0;0;0;0;0;0;0
455000;2 DORMITÓRIOS EM TRAMANDAÍ   Apto 2 Dorm. (c/ suíte) + Box nº 11. SEMI MOBILIADO  Link do Whatsapp https://api.whatsapp.com/message/R7MIJILYR2RNL1  Todos os valores estão sujeitos...;; Tramandaí;2;1;2;101;0;0;Nenhuma;2;1;0;0;0;0;0;0
466000;Casa graciosa e com muita personalidade, trazendo um ar bucólico em pleno centro de Campinas. Térrea e com 2 dormitórios que deram lugar a uma grande sala, esse pequeno oásis urban...;Centro; Campinas;2;0;2;80;1200;0;Nenhuma;6;0;0;0;0;0;0;0
1100000;Apartamento no condomínio Supera com 128 m², possui três suítes com planejados, sala para dois ambientes, ampla varanda gourmet, cozinha e lavanderia com armários, lavabo e três va...;Vila Leonor; Guarulhos;3;3;4;128;450;870;Nenhuma;2;1;0;1;0;0;1;1
640000;Sobrado amplo com suíte/ closet, churrasqueira, aquecimento a gás, portão automático, 03 vagas de garagem.  A Horion Imóveis, atua no Mercado Imobiliário, visando a satisfação do c...;Jardim Pilar; Santo André;3;3;4;134;400;0;Nenhuma;9;1;0;0;0;0;0;0
900000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Ventura Ladalardo; Panamby;1;1;1;72;75;850;Nenhuma;9;0;0;0;0;0;0;0
241000;O imóvel está localizado próximo a Av. Paraná, onde estão situados diversos comércios para a necessidade da rotina em geral como, escolas, mercado, farmácias, bancos, Terminal do S...;Tingui; Curitiba;1;1;1;38;0;0;Nenhuma;9;0;0;0;0;0;0;0
465000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua A; Jardim Itú Sabará;2;2;2;73;46;300;Nenhuma;9;0;0;0;0;0;0;0
330000;Vendo Lote no condomínio Residencial London!  O Espaço Perfeito para seu projeto de vida.  ✅ Portaria ✅ Rede de Água e Esgoto ✅100% das vias pavimentadas ✅ Churrasqueira ✅ Campo d...;Rua Laura Fahl Correa; JARDIM JULIANA;1;0;1;300;1000;300;Nenhuma;8;0;0;0;0;0;0;0
1030000;Sobrado localizado no bairro Vila Constança.    3 dormitórios sendo 3 suítes com sacadas   Sala ampla para 2 ambientes + Lavabo   Cozinha com forno de embutir, coifa e armários pla...;Rua Iriritiba; Vila Constança;3;5;5;190;330;0;Nenhuma;5;1;0;1;0;0;0;0
770000;Vendo lindo Apartamento no Edifício Duetto Di Mariah Duplex 3 dormitório!!!  Sendo, 3 dormitórios com possibilidade para o 4 dormitório, sala 2 ambientes, 3 banheiros, planejados n...;Rua Tupinambas; Aqui Se Vive;3;3;3;155;163;568;Nenhuma;2;0;0;0;0;0;1;1
460000;Belo sobrado no Portal do Guarujá, reformado, semimobiliado, 125 m, pronto para morar, com 04 splits novos, água quente, 03 dormitórios montados, sendo 01 suíte com closet e sacada...;Rua Helio Felix Frey; Espiríto Santo;3;2;3;125;0;0;Nenhuma;9;1;0;1;0;0;0;0
320000;MORAR IMOVEIS   VENDE   CRECI 31031 J   Lindo apartamento em Guarulhos   SP     R$ 320.000     Lindo apartamento em Guarulhos, apartamento com 2 dormitorios, sala, cozinha, banheir...;Rua João Rossi; Jardim Rossi;2;1;1;48;0;0;Nenhuma;2;0;0;0;0;0;0;0
2000000;Casa térrea maravilhosa no condomínio CYRELA DOS BURITIS  Obra em fase final de acabamento  Terreno 485 M2 Área construída 256 M2 3 suítes, sendo uma master com closet  Escritório...;Avenida Landscape; Jardim Sul;6;2;3;256;0;0;Destaque;6;1;0;0;0;0;0;0
590000;Apartamento no Condomínio Alvorada para Venda no bairro Terra Nova, localizado na cidade de Cuiabá / MT.     Mobiliado     Com 3 dormitórios, sendo 1 suíte, possui 2 banheiros, 2 v...;Rua K; Terra Nova;3;2;2;72;0;450;Nenhuma;2;1;0;0;0;0;0;0
670000;Casa com 3 dormitórios, sala, cozinha, 3 banheiros, 2 vagas de garagem.;Rua João Pizarro Gabizo; Santana;3;2;3;147;1024;0;Nenhuma;6;0;0;0;0;0;0;0
890000;Casa de Condomínio residencial para Venda Condomínio Atibaia Park I, Atibaia 3 dormitórios sendo 1 suíte, 2 salas, 1 banheiro, 2 vagas Piscina, churrasqueira Quintal 145,00 m² cons...;Condomínio Atibaia Park I; Atibaia;3;2;1;145;10;340;Nenhuma;3;1;0;0;0;0;0;0
372340;Apartamento à Venda, 61m² por R$ 372,340. Vila Guilherme   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda Chucri!   Bast...;Vila Guilherme; São Paulo;3;1;1;61;0;435;Nenhuma;2;0;0;0;0;0;0;0
340000;Excelente apartamento em ótima localização com sala para 02 ambientes e teto decorado, area privativa coberta,com 38m² aprox. 02 quartos com armários, banho social com armários e B...;Dona Clara; Belo Horizonte;2;1;1;99;0;0;Nenhuma;2;0;0;0;0;0;0;0
530000;Sobrado para Venda no bairro Vila Oliveira, localizado na cidade de Mogi das Cruzes / SP.     Com 3 dormitórios, sendo 1 suíte, possui 3 banheiros, 2 vagas de garagem, 1 sala....;Vila Oliveira; Mogi das Cruzes;3;2;3;250;3630;0;Nenhuma;5;1;0;0;0;0;0;0
165000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Cristal, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 47.62 m² e área total de 54.0...;Cristal; Porto Alegre;1;1;1;47;0;0;Nenhuma;2;0;0;0;0;0;0;0
215000;"Loft: Apto Nova Granada | 3 Quartos | 70 m² | Cond: R$250.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nos...";Rua França; Jardim Leblon;3;1;1;70;0;250;Nenhuma;2;0;0;0;0;0;0;0
1150000;Já pensou na maravilha de morar numa casa térrea numa rua sem saída e super tranquila? Bem localizada no bairro Orleans, com um terreno de 750 metros, quintal, arvóres frutíferas,...;Rua Alberto Panek; Orleans;4;5;4;210;0;0;Super destaque;6;0;0;0;1;0;0;0
225000;Apartamento com dois dormitórios, sala com sacada, churrasqueira, cozinha, banheiro social, área de serviço, piso em laminado e porcelanato, espera para água quente, gás central, a...;Sao Victor; Caxias do Sul;2;1;1;76;0;100;Super destaque;2;0;0;1;0;0;0;1
690000;Prédio todo revestido em excelente localização no Grajaú, com dois elevadores e portaria 24 horas. Apartamento de quatro quartos com vista privilegiada de 180 graus, bastante areja...;Rua Aristóteles Caldeira; Grajaú;4;2;3;140;170;850;Super destaque;2;0;0;0;0;0;0;0
315000;Edifício recuado e muito bem conservado na Avenida 9 de Julho, próximo do metrô Anhangabaú e Terminal Bandeira, excelente localização. Condomínio com circuito interno completo e po...;Bela Vista; São Paulo;1;0;1;65;0;540;Nenhuma;9;0;0;0;0;0;0;0
260000;EXCELENTE INVESTIMENTO NO SETOR BUENO ! FLAT 1 QUARTO   FINANCIAMENTO DIRETO COM CONSTRUTOR !mensais de R$ 600  Apartamento com 1 quarto localizado no setor Bueno em Goiania, proxi...;Setor Bueno; Goiânia;1;1;1;51;0;0;Nenhuma;2;0;0;0;0;0;0;0
3800000;Belíssima casa com fino acabamento em condomínio com 4 dormitórios à venda, 582 m² por R$ 3.800.000   Itaipu   Niterói/RJ   CA4942  Composta no 1º Pavimento por: Salão em 2 ambient...;Itaipu; Niterói;4;5;4;582;740;1164;Nenhuma;6;0;0;0;0;1;0;0
1600000;Procura modernidade e conforto? Está é sua chance! Apartamento de 114 m² com 3 suítes, living, cozinha, copa, varanda gourmet, área de serviço e 2 vagas de garagem. E possui uma il...;Chácara Klabin; São Paulo;3;2;4;114;0;1100;Nenhuma;2;1;0;1;0;0;0;0
1090000;VEM AI O ALTO PADRÃO QUE O TAMBORÉ ESPERAVA!!! VEDARA ALPHAVILLE   VEDARA ALPHAVILLE O ALTO PADRÃO QUE O TAMBORÉ ESPERAVA!!  Lançamento da JMF no Tamboré  A construtora JMF vai lan...;Avenida Piraíba; Tambore Barueri;3;2;4;120;600;1080;Nenhuma;9;0;0;0;0;0;0;0
550000;Casa com 3 quartos churrasqueira e piscina em Nilópolis Casa em Nilópolis com três quartos sendo uma suíte, banheiro social, sala em dois ambientes cozinha americana, área externa...;Nossa Senhora de Fátima; Nilópolis;3;0;2;170;101;0;Nenhuma;6;1;0;0;0;0;0;0
445000;Sobrado residencial para Venda Jardim Fernandes, São Paulo  3 Unidades em construção  2 Disponíveis  1 R$ 595.000,00 3 dormitórios, 1 suíte, 2 vagas ,118m² 2 R$ 445.000,00 2 dormit...;Jardim Fernandes; São Paulo;2;1;1;102;0;0;Nenhuma;9;1;0;0;0;0;0;0
390000;vende se excelente sala comercial, a sala se encontra em ótimo estado de conservação com divisórias , pois esta sala funcionava uma farmácia de manipulação e laboratório de homopat...;Copacabana; Rio de Janeiro;1;1;1;57;800;850;Nenhuma;9;0;0;0;0;0;0;0
585106;Casa à Venda, 178m² por R$ 585,106. Vila Rio Branco   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda ABC!   Basta preenc...;Vila Rio Branco; São Paulo;4;3;2;178;728;0;Nenhuma;5;0;0;0;0;0;0;0
45000;Lindo e amplo terreno plano de 1000 m² a 2 km da cachoeira do Pião, a 3 km da prainha de água doce de Piracaia, a 7 km da represa de Nazaré Paulista, próximo á comércios, chácaras,...;Rua Marechal Deodoro; Recanto Pouso Alegre;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
45000;Lindo e amplo terreno plano de 1000 m² a 2 km da cachoeira do Pião, a 3 km da prainha de água doce de Piracaia, a 7 km da represa de Nazaré Paulista, próximo á comércios, chácaras,...;Rua Marechal Deodoro; Recanto Pouso Alegre;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
45000;Terreno de 1000m2 em Piracaia   SP no bairro do Pião, a 3 km da linda Represa de Atibainha e a 2 km da cachoeira do Pião, 40 mil reais a vista, 45 mil se for parcelado ,entrada à R...;Estrada Municipal André Franco Montoro; Pião;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
45000;Somente até o fim de Semana estamos com a promoção do terreno de 1000m2 em Piracaia   SP no bairro do Pião, a 3 km da linda Represa de Atibainha e a 2 km da cachoeira do Pião, 40 m...;Rua Marechal Deodoro; Pião;1;0;1;1000;0;0;Nenhuma;8;0;0;0;0;0;0;0
315000;Apartamento à Venda no bairro Parque Marajoara, 3 dorms, 1 vaga, 60 m²   Planejado nos dormitórios e na cozinha, Área de serviço, Sala com dois ambientes, Acabamento em Gesso.   La...;Parque Marajoara; Santo André;3;1;1;60;8;497;Nenhuma;2;0;0;0;0;0;1;1
379000;PREDIO COM RECUO, NÃO TEM VAGA PARA AUTO, SL DE FESTAS, ACADEMIA, COWORKING, PISCINA, LAVANDERIA COLETIVA, ROOFTOP, BAR LOUNGE, OTIMO LOCAL, VENHA AGENDAR SUA VISITA!!!!  ;Rua Artur Prado; Bela Vista;1;0;1;25;0;400;Nenhuma;9;0;1;0;0;0;0;0
954000;Apartamento à Venda, 80m² por R$ 954,000. Vila Mariana   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Santo Irineu; Vila Mariana;3;2;3;80;650;880;Nenhuma;2;0;0;0;0;0;0;0
770000;Apartamento para Venda no bairro Jardim Tupanci, localizado na cidade de Barueri / SP, ponto de referência BARUERI.     Com 2 dormitórios, sendo 1 suíte, possui 2 banheiros, 2 vaga...;Jardim Tupanci; Barueri;2;2;2;75;300;585;Nenhuma;2;1;0;0;0;0;0;0
895000;"1 Suíte;  1 Demi suíte;  Frente Sul;  À 500m do mar;  Mobiliado;  Banheiro social;  Living;  Cozinha;  Área de serviço;  Sacada com churrasqueira fechada em Reiki;  Acabamento em g...";Rua 288; Meia Praia;2;2;2;95;0;0;Nenhuma;9;1;0;1;0;0;0;0
620000;Casa bem arejada em rua tranquila, com 3 dormitórios, sendo 1 suíte, sala de estar e de jantar, área de serviço, 4 banheiros e 1 vaga, com ótima localização, próximo de supermercad...;Rua Belchior Barreiros; Tucuruvi;3;1;4;168;51;0;Nenhuma;6;1;0;0;0;0;0;0
442092;Apartamento à Venda, 42m² por R$ 442,092. Campo Belo   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Rua Domingos Lopes; Campo Belo;2;0;1;42;0;0;Nenhuma;2;0;0;0;0;0;0;0
138000;NBKT   NOBILITARE oferta para VENDA, Apartamento JK, no bairro Centro Histórico, em Porto Alegre, com 1 dormitório(s), 0 vaga(s) de garagem, com área privativa de 27.00 m² e área t...;Centro Histórico; Porto Alegre;1;0;1;27;0;230;Nenhuma;2;0;0;0;0;0;0;0
5579990;CERQUEIRA CESAR !!! 1o andar: 03 Salas + varanda pequena + varanda grande + cozinha + área serviço + elevador social + lavabo + elevador serviço. sala de TV e sala de estar com var...;Jardim Paulista; São Paulo;4;4;5;260;2387;2880;Super destaque;9;0;0;1;0;0;0;0
949400;Apartamento 03 dormitórios (1 suíte) em empreendimento localizado no bairro Jardim Europa. Suíte master e duas suítes americanas, persianas automatizadas, lavabo, cozinha com churr...;Jardim Europa; Porto Alegre;3;2;3;83;0;0;Super destaque;2;1;0;0;0;0;0;0
1100000;Conquiste qualidade de vida e muito mais!  Das belíssimas paisagens da trilha do ouro da Bavária surgiu a inspiração para este Residencial reúne a harmonia das formas com a riqueza...;América; Joinville;3;2;3;148;0;0;Super destaque;9;0;0;0;0;0;0;0
1400000;11/02   Ref. Imovel: V37685   Casa Padrao   4 dormitorios c/ AE, sendo 2 suites, wc social, lavabo, salas de tv, jantar, cozinha planejada, AS, piscina, churrasqueira.;Jardim São Luiz; Ribeirão Preto;4;4;5;429;0;0;Nenhuma;6;1;0;0;0;0;1;0
915000;Apartamento à Venda, 97m² por R$ 915,000. Vila Andrade   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a IMOBIDATA!   Basta preen...;Rua Carvalho de Freitas; Vila Andrade;2;2;3;97;90;687;Nenhuma;2;0;0;0;0;0;0;0
1199000;Excelente apartamento com 136 m² no Bosque da Saúde, São Paulo, sendo 3 dormitórios, 3 suítes, 2 vagas fixas + depósito na garagem.  Andar alto, apartamento amplo e bem iluminado....;Bosque da Saúde; São Paulo;3;2;5;136;487;990;Nenhuma;2;1;0;0;0;0;0;0
448026;31,82 de área útil. conjunto comercial no coração de Perdizes.conciliando local de seu trabalho a sua residência, tendo melhor conforto e qualidade de vida, além de facilidade de a...;Rua Ministro Ferreira Alves; Perdizes;1;1;2;38;0;499;Nenhuma;9;0;0;0;0;0;0;0
1200000;EXCELENTE APARTAMENTO À VENDA EM MOEMA PÁSSAROS 3 DORMITÓRIOS SENDO 1 SUÍTE 2 VAGAS  98m² Andar médio 3 Dormitórios Sendo 1 Suíte Banheiro Social Sala 2 Ambientes LAvabo Varanda Co...;Avenida Cotovia; Moema;3;2;2;98;256;1120;Nenhuma;2;1;0;1;0;0;0;0
230000;APARTAMENTO 02 DORM   COZINHA PLANEJADA   ÁREA DE SERVIÇO SEPARADA DA COZINHA   BANHEIRO COM BOX BLINDEX E ARMÁRIO   VENTILADORES DE TETO   AR CONDICIONADO   SACADA   EXCELENTE LOC...;Jardim Carvalho; Bauru;2;1;1;94;0;260;Nenhuma;2;0;0;1;0;0;1;0
